id,timestamp,test_field,_rid,_self,_etag,_attachments,_ts,route_origin,route_destination,traffic_route,traffic_duration,weather_temperature,weather_conditions,weather_rain,weather_snow,new_field_1,new_field_2,new_field_3,array_field,nested_field.sub_field_1,nested_field.sub_field_2,nested_field.sub_field_3,traffic_data.route,traffic_data.duration_in_traffic,weather_data.temperature,weather_data.weather_conditions,weather_data.rain,weather_data.snow,air_quality_data.air_quality_index,air_quality_data.components.co,air_quality_data.components.no,air_quality_data.components.no2,air_quality_data.components.o3,air_quality_data.components.so2,air_quality_data.components.pm2_5,air_quality_data.components.pm10,air_quality_data.components.nh3,route_name
data-2024-12-02T18:26:02.381957-Route 1,2024-12-02T18:26:02.381975,,hCl+AN3ccB8eBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8eBAAAAAAAAA==/,"""41051ab7-0000-1100-0000-674dfbba0000""",attachments/,1733163962,,,,,,,,,,,,,,,,A40,1928,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:26:03.202988-Route 2,2024-12-02T18:26:03.203005,,hCl+AN3ccB8fBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8fBAAAAAAAAA==/,"""41055db7-0000-1100-0000-674dfbbb0000""",attachments/,1733163963,,,,,,,,,,,,,,,,M4,2567,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:26:03.703096-Route 3,2024-12-02T18:26:03.703119,,hCl+AN3ccB8gBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8gBAAAAAAAAA==/,"""41058bb7-0000-1100-0000-674dfbbb0000""",attachments/,1733163963,,,,,,,,,,,,,,,,A102,1653,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:27:05.070693-Route 1,2024-12-02T18:27:05.070709,,hCl+AN3ccB8hBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8hBAAAAAAAAA==/,"""41057bcc-0000-1100-0000-674dfbf90000""",attachments/,1733164025,,,,,,,,,,,,,,,,A40,1946,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:27:06.104025-Route 2,2024-12-02T18:27:06.104041,,hCl+AN3ccB8iBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8iBAAAAAAAAA==/,"""4105c6cc-0000-1100-0000-674dfbfa0000""",attachments/,1733164026,,,,,,,,,,,,,,,,M4,2573,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:27:06.633853-Route 3,2024-12-02T18:27:06.633874,,hCl+AN3ccB8jBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8jBAAAAAAAAA==/,"""4105eccc-0000-1100-0000-674dfbfa0000""",attachments/,1733164026,,,,,,,,,,,,,,,,A102,1694,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:28:08.053231-Route 1,2024-12-02T18:28:08.053250,,hCl+AN3ccB8kBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8kBAAAAAAAAA==/,"""41055ce1-0000-1100-0000-674dfc380000""",attachments/,1733164088,,,,,,,,,,,,,,,,A40,1942,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:28:08.980016-Route 2,2024-12-02T18:28:08.980031,,hCl+AN3ccB8lBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8lBAAAAAAAAA==/,"""410581e1-0000-1100-0000-674dfc380000""",attachments/,1733164088,,,,,,,,,,,,,,,,M4,2522,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:28:09.488132-Route 3,2024-12-02T18:28:09.488151,,hCl+AN3ccB8mBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8mBAAAAAAAAA==/,"""4105a6e1-0000-1100-0000-674dfc390000""",attachments/,1733164089,,,,,,,,,,,,,,,,A102,1650,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:29:11.012789-Route 1,2024-12-02T18:29:11.012806,,hCl+AN3ccB8nBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8nBAAAAAAAAA==/,"""4105eaf3-0000-1100-0000-674dfc770000""",attachments/,1733164151,,,,,,,,,,,,,,,,A40,1930,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:29:11.829285-Route 2,2024-12-02T18:29:11.829301,,hCl+AN3ccB8oBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8oBAAAAAAAAA==/,"""410544f4-0000-1100-0000-674dfc770000""",attachments/,1733164151,,,,,,,,,,,,,,,,M4,2537,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:29:12.335436-Route 3,2024-12-02T18:29:12.335456,,hCl+AN3ccB8pBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8pBAAAAAAAAA==/,"""410587f4-0000-1100-0000-674dfc780000""",attachments/,1733164152,,,,,,,,,,,,,,,,A102,1681,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:30:13.841797-Route 1,2024-12-02T18:30:13.841824,,hCl+AN3ccB8qBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8qBAAAAAAAAA==/,"""4205ba08-0000-1100-0000-674dfcb50000""",attachments/,1733164213,,,,,,,,,,,,,,,,A40,2033,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:30:14.526403-Route 2,2024-12-02T18:30:14.526429,,hCl+AN3ccB8rBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8rBAAAAAAAAA==/,"""4205e108-0000-1100-0000-674dfcb60000""",attachments/,1733164214,,,,,,,,,,,,,,,,M4,2574,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:30:15.072936-Route 3,2024-12-02T18:30:15.072957,,hCl+AN3ccB8sBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8sBAAAAAAAAA==/,"""42050509-0000-1100-0000-674dfcb70000""",attachments/,1733164215,,,,,,,,,,,,,,,,A102,1663,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:31:16.657189-Route 1,2024-12-02T18:31:16.657210,,hCl+AN3ccB8tBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8tBAAAAAAAAA==/,"""4205951d-0000-1100-0000-674dfcf40000""",attachments/,1733164276,,,,,,,,,,,,,,,,A40,1990,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:31:17.482968-Route 2,2024-12-02T18:31:17.482986,,hCl+AN3ccB8uBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8uBAAAAAAAAA==/,"""4205e21d-0000-1100-0000-674dfcf50000""",attachments/,1733164277,,,,,,,,,,,,,,,,M4,2449,281.44,Clouds,0,0,1,233.65,0,12,59.37,2.35,0.85,1.05,0.28,Route 2
data-2024-12-02T18:31:18.090474-Route 3,2024-12-02T18:31:18.090494,,hCl+AN3ccB8vBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8vBAAAAAAAAA==/,"""42050b1e-0000-1100-0000-674dfcf60000""",attachments/,1733164278,,,,,,,,,,,,,,,,A102,1652,281.61,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 3
data-2024-12-02T18:32:20.046471-Route 1,2024-12-02T18:32:20.046488,,hCl+AN3ccB8wBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8wBAAAAAAAAA==/,"""42052031-0000-1100-0000-674dfd340000""",attachments/,1733164340,,,,,,,,,,,,,,,,A40,2022,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:32:20.879335-Route 2,2024-12-02T18:32:20.879356,,hCl+AN3ccB8xBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8xBAAAAAAAAA==/,"""42057631-0000-1100-0000-674dfd340000""",attachments/,1733164340,,,,,,,,,,,,,,,,M4,2554,281.35,Clouds,0,0,2,233.65,0,11.48,62.94,2.53,0.89,1.16,0.28,Route 2
data-2024-12-02T18:32:21.390438-Route 3,2024-12-02T18:32:21.390453,,hCl+AN3ccB8yBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8yBAAAAAAAAA==/,"""4205c131-0000-1100-0000-674dfd350000""",attachments/,1733164341,,,,,,,,,,,,,,,,A102,1642,281.68,Clouds,0,0,2,240.33,0,15.77,60.8,4.35,1.13,1.49,0.34,Route 3
data-2024-12-02T18:33:23.034048-Route 1,2024-12-02T18:33:23.034071,,hCl+AN3ccB8zBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8zBAAAAAAAAA==/,"""42051346-0000-1100-0000-674dfd730000""",attachments/,1733164403,,,,,,,,,,,,,,,,A40,2058,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:33:23.868678-Route 2,2024-12-02T18:33:23.868699,,hCl+AN3ccB80BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB80BAAAAAAAAA==/,"""42054346-0000-1100-0000-674dfd730000""",attachments/,1733164403,,,,,,,,,,,,,,,,M4,2581,281.35,Clouds,0,0,2,233.65,0,11.48,62.94,2.53,0.89,1.16,0.28,Route 2
data-2024-12-02T18:33:24.384221-Route 3,2024-12-02T18:33:24.384238,,hCl+AN3ccB81BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB81BAAAAAAAAA==/,"""42057846-0000-1100-0000-674dfd740000""",attachments/,1733164404,,,,,,,,,,,,,,,,A102,1614,281.68,Clouds,0,0,2,240.33,0,15.77,60.8,4.35,1.13,1.49,0.34,Route 3
data-2024-12-02T18:34:26.104345-Route 1,2024-12-02T18:34:26.104364,,hCl+AN3ccB82BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB82BAAAAAAAAA==/,"""4205865b-0000-1100-0000-674dfdb20000""",attachments/,1733164466,,,,,,,,,,,,,,,,A40,2044,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:34:26.916882-Route 2,2024-12-02T18:34:26.916898,,hCl+AN3ccB83BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB83BAAAAAAAAA==/,"""4205ca5b-0000-1100-0000-674dfdb20000""",attachments/,1733164466,,,,,,,,,,,,,,,,M4,2562,281.35,Clouds,0,0,2,233.65,0,11.48,62.94,2.53,0.89,1.16,0.28,Route 2
data-2024-12-02T18:34:27.439288-Route 3,2024-12-02T18:34:27.439313,,hCl+AN3ccB84BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB84BAAAAAAAAA==/,"""4205065c-0000-1100-0000-674dfdb30000""",attachments/,1733164467,,,,,,,,,,,,,,,,A102,1518,281.68,Clouds,0,0,2,240.33,0,15.77,60.8,4.35,1.13,1.49,0.34,Route 3
data-2024-12-02T18:35:28.835573-Route 1,2024-12-02T18:35:28.835580,,hCl+AN3ccB85BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB85BAAAAAAAAA==/,"""42058a71-0000-1100-0000-674dfdf00000""",attachments/,1733164528,,,,,,,,,,,,,,,,A40,2033,281.65,Clouds,0,0,1,240.33,0,16.45,56.51,4.11,1.06,1.35,0.32,Route 1
data-2024-12-02T18:35:29.659252-Route 2,2024-12-02T18:35:29.659260,,hCl+AN3ccB86BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB86BAAAAAAAAA==/,"""4205fa71-0000-1100-0000-674dfdf10000""",attachments/,1733164529,,,,,,,,,,,,,,,,M4,2522,281.35,Clouds,0,0,2,233.65,0,11.48,62.94,2.53,0.89,1.16,0.28,Route 2
data-2024-12-02T18:35:30.180937-Route 3,2024-12-02T18:35:30.180945,,hCl+AN3ccB87BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB87BAAAAAAAAA==/,"""42053672-0000-1100-0000-674dfdf20000""",attachments/,1733164530,,,,,,,,,,,,,,,,A102,1557,281.68,Clouds,0,0,2,240.33,0,15.77,60.8,4.35,1.13,1.49,0.34,Route 3
data-2024-12-03T12:40:42.503453-Route 1,2024-12-03T12:40:42.503478,,hCl+AN3ccB88BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB88BAAAAAAAAA==/,"""ab057f74-0000-1100-0000-674efc4a0000""",attachments/,1733229642,,,,,,,,,,,,,,,,A40,2018,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:40:43.390805-Route 2,2024-12-03T12:40:43.390821,,hCl+AN3ccB89BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB89BAAAAAAAAA==/,"""ab05f074-0000-1100-0000-674efc4b0000""",attachments/,1733229643,,,,,,,,,,,,,,,,M4,2438,280.4,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:40:43.874592-Route 3,2024-12-03T12:40:43.874617,,hCl+AN3ccB8+BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8+BAAAAAAAAA==/,"""ab054d75-0000-1100-0000-674efc4b0000""",attachments/,1733229643,,,,,,,,,,,,,,,,A102,1261,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:41:45.232951-Route 1,2024-12-03T12:41:45.232967,,hCl+AN3ccB8-BAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8-BAAAAAAAAA==/,"""ab053e98-0000-1100-0000-674efc890000""",attachments/,1733229705,,,,,,,,,,,,,,,,A40,2037,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:41:45.997951-Route 2,2024-12-03T12:41:45.997970,,hCl+AN3ccB9ABAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9ABAAAAAAAAA==/,"""ab05af98-0000-1100-0000-674efc8a0000""",attachments/,1733229706,,,,,,,,,,,,,,,,M4,2453,280.4,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:41:46.449197-Route 3,2024-12-03T12:41:46.449212,,hCl+AN3ccB9BBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9BBAAAAAAAAA==/,"""ab05e598-0000-1100-0000-674efc8a0000""",attachments/,1733229706,,,,,,,,,,,,,,,,A102,1289,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:42:47.642707-Route 1,2024-12-03T12:42:47.642736,,hCl+AN3ccB9CBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9CBAAAAAAAAA==/,"""ab05fdbc-0000-1100-0000-674efcc70000""",attachments/,1733229767,,,,,,,,,,,,,,,,A40,2062,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:42:48.547186-Route 2,2024-12-03T12:42:48.547206,,hCl+AN3ccB9DBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9DBAAAAAAAAA==/,"""ab05b6bd-0000-1100-0000-674efcc80000""",attachments/,1733229768,,,,,,,,,,,,,,,,M4,2556,280.4,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:42:49.014052-Route 3,2024-12-03T12:42:49.014086,,hCl+AN3ccB9EBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9EBAAAAAAAAA==/,"""ab050dbe-0000-1100-0000-674efcc90000""",attachments/,1733229769,,,,,,,,,,,,,,,,A102,1300,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:43:50.238407-Route 1,2024-12-03T12:43:50.238430,,hCl+AN3ccB9FBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9FBAAAAAAAAA==/,"""ab05e4e5-0000-1100-0000-674efd060000""",attachments/,1733229830,,,,,,,,,,,,,,,,A40,1979,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:43:51.060323-Route 2,2024-12-03T12:43:51.060333,,hCl+AN3ccB9GBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9GBAAAAAAAAA==/,"""ab05a2e6-0000-1100-0000-674efd070000""",attachments/,1733229831,,,,,,,,,,,,,,,,M4,2521,280.4,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:43:51.487296-Route 3,2024-12-03T12:43:51.487306,,hCl+AN3ccB9HBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9HBAAAAAAAAA==/,"""ab05f3e6-0000-1100-0000-674efd070000""",attachments/,1733229831,,,,,,,,,,,,,,,,A102,1308,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:44:53.186791-Route 1,2024-12-03T12:44:53.186820,,hCl+AN3ccB9IBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9IBAAAAAAAAA==/,"""ac052d09-0000-1100-0000-674efd450000""",attachments/,1733229893,,,,,,,,,,,,,,,,A40,1999,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:44:54.386165-Route 2,2024-12-03T12:44:54.386189,,hCl+AN3ccB9JBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9JBAAAAAAAAA==/,"""ac05190a-0000-1100-0000-674efd460000""",attachments/,1733229894,,,,,,,,,,,,,,,,M4,2630,280.4,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:44:54.812305-Route 3,2024-12-03T12:44:54.812328,,hCl+AN3ccB9KBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9KBAAAAAAAAA==/,"""ac05540a-0000-1100-0000-674efd460000""",attachments/,1733229894,,,,,,,,,,,,,,,,A102,1314,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:45:56.041489-Route 1,2024-12-03T12:45:56.041518,,hCl+AN3ccB9LBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9LBAAAAAAAAA==/,"""ac052a2c-0000-1100-0000-674efd840000""",attachments/,1733229956,,,,,,,,,,,,,,,,A40,2047,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:45:57.056986-Route 2,2024-12-03T12:45:57.057025,,hCl+AN3ccB9MBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9MBAAAAAAAAA==/,"""ac05a22c-0000-1100-0000-674efd850000""",attachments/,1733229957,,,,,,,,,,,,,,,,M4,2603,280.47,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:45:58.052296-Route 3,2024-12-03T12:45:58.052321,,hCl+AN3ccB9NBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9NBAAAAAAAAA==/,"""ac05142d-0000-1100-0000-674efd860000""",attachments/,1733229958,,,,,,,,,,,,,,,,A102,1297,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T12:46:59.325608-Route 1,2024-12-03T12:46:59.325629,,hCl+AN3ccB9OBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9OBAAAAAAAAA==/,"""ac055f4e-0000-1100-0000-674efdc30000""",attachments/,1733230019,,,,,,,,,,,,,,,,A40,2074,280.46,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 1
data-2024-12-03T12:47:00.240160-Route 2,2024-12-03T12:47:00.240184,,hCl+AN3ccB9PBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9PBAAAAAAAAA==/,"""ac050b4f-0000-1100-0000-674efdc40000""",attachments/,1733230020,,,,,,,,,,,,,,,,Western Ave/A40,2460,280.47,Clouds,0,0,1,273.71,3.3,27.76,36.48,10.61,3.01,5.54,0.48,Route 2
data-2024-12-03T12:47:00.702818-Route 3,2024-12-03T12:47:00.702842,,hCl+AN3ccB9QBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9QBAAAAAAAAA==/,"""ac053d4f-0000-1100-0000-674efdc40000""",attachments/,1733230020,,,,,,,,,,,,,,,,A102,1297,280.16,Clouds,0,0,1,277.04,4.58,30.85,32.9,13.59,3.24,5.76,0.59,Route 3
data-2024-12-03T13:39:36.848704-Route 1,2024-12-03T13:39:36.848713,,hCl+AN3ccB9RBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9RBAAAAAAAAA==/,"""b4050759-0000-1100-0000-674f0a180000""",attachments/,1733233176,,,,,,,,,,,,,,,,A40,2232,280.7,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 1
data-2024-12-03T13:39:37.688700-Route 2,2024-12-03T13:39:37.688707,,hCl+AN3ccB9SBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9SBAAAAAAAAA==/,"""b405a859-0000-1100-0000-674f0a190000""",attachments/,1733233177,,,,,,,,,,,,,,,,M4,2337,280.51,Clouds,0,0,1,283.72,2.85,37.7,29.33,13.23,3.64,6.14,0.52,Route 2
data-2024-12-03T13:39:38.127217-Route 3,2024-12-03T13:39:38.127224,,hCl+AN3ccB9TBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9TBAAAAAAAAA==/,"""b405f559-0000-1100-0000-674f0a1a0000""",attachments/,1733233178,,,,,,,,,,,,,,,,A102,1403,280.59,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 3
data-2024-12-03T13:40:39.548968-Route 1,2024-12-03T13:40:39.548982,,hCl+AN3ccB9UBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9UBAAAAAAAAA==/,"""b4054487-0000-1100-0000-674f0a570000""",attachments/,1733233239,,,,,,,,,,,,,,,,A40,2212,280.7,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 1
data-2024-12-03T13:40:40.320258-Route 2,2024-12-03T13:40:40.320270,,hCl+AN3ccB9VBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9VBAAAAAAAAA==/,"""b405a287-0000-1100-0000-674f0a580000""",attachments/,1733233240,,,,,,,,,,,,,,,,M4,2310,280.51,Clouds,0,0,1,283.72,2.85,37.7,29.33,13.23,3.64,6.14,0.52,Route 2
data-2024-12-03T13:40:40.800811-Route 3,2024-12-03T13:40:40.800821,,hCl+AN3ccB9WBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9WBAAAAAAAAA==/,"""b405ee87-0000-1100-0000-674f0a580000""",attachments/,1733233240,,,,,,,,,,,,,,,,A102,1423,280.59,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 3
data-2024-12-03T13:41:42.221503-Route 1,2024-12-03T13:41:42.221516,,hCl+AN3ccB9XBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9XBAAAAAAAAA==/,"""b4057cb3-0000-1100-0000-674f0a960000""",attachments/,1733233302,,,,,,,,,,,,,,,,A40,2199,280.7,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 1
data-2024-12-03T13:41:43.025001-Route 2,2024-12-03T13:41:43.025012,,hCl+AN3ccB9YBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9YBAAAAAAAAA==/,"""b405eab3-0000-1100-0000-674f0a970000""",attachments/,1733233303,,,,,,,,,,,,,,,,M4,2298,280.51,Clouds,0,0,1,283.72,2.85,37.7,29.33,13.23,3.64,6.14,0.52,Route 2
data-2024-12-03T13:41:43.527026-Route 3,2024-12-03T13:41:43.527053,,hCl+AN3ccB9ZBAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9ZBAAAAAAAAA==/,"""b40566b4-0000-1100-0000-674f0a970000""",attachments/,1733233303,,,,,,,,,,,,,,,,A102,1466,280.59,Clouds,0,0,2,293.73,5.25,43.18,25.75,16.45,4.01,6.7,0.68,Route 3
